GIP_GXP,TRADING_DATE,TRADING_PERIOD,PRICE
OTA2201,21/03/07,4,46.56
OTA2201,21/03/07,5,46.95
OTA2201,21/03/07,6,46.16
OTA2201,21/03/07,7,46.97
OTA2201,21/03/07,8,46.85
OTA2201,21/03/07,9,46.04
OTA2201,21/03/07,10,46.04
OTA2201,21/03/07,11,46.52
OTA2201,21/03/07,12,51.82
OTA2201,21/03/07,13,58.56
OTA2201,21/03/07,14,59.51
OTA2201,21/03/07,15,63.8
OTA2201,21/03/07,16,64.36
OTA2201,21/03/07,17,63.22
OTA2201,21/03/07,18,62.65
OTA2201,21/03/07,19,59.91
OTA2201,21/03/07,20,60.76
OTA2201,21/03/07,21,60.76
OTA2201,21/03/07,22,58.43
OTA2201,21/03/07,23,65.5
OTA2201,21/03/07,24,59.87
OTA2201,21/03/07,25,56.94
OTA2201,21/03/07,26,56.81
OTA2201,21/03/07,27,56.95
OTA2201,21/03/07,28,56.16
OTA2201,21/03/07,29,56.11
OTA2201,21/03/07,30,55.96
OTA2201,21/03/07,31,56.12
OTA2201,21/03/07,32,62.41
OTA2201,21/03/07,33,62.64
OTA2201,21/03/07,34,62.44
OTA2201,21/03/07,35,62.32
OTA2201,21/03/07,36,55.69
OTA2201,21/03/07,37,55.97
OTA2201,21/03/07,38,70.53
OTA2201,21/03/07,39,73.71
OTA2201,21/03/07,40,60.58
OTA2201,21/03/07,41,57.36
OTA2201,21/03/07,42,55.3
OTA2201,21/03/07,43,53.62
OTA2201,21/03/07,44,49.63
OTA2201,21/03/07,45,45.79
OTA2201,21/03/07,46,46.59
OTA2201,21/03/07,47,46.2
OTA2201,21/03/07,48,45.9
OTA2201,22/03/07,1,46.31
OTA2201,22/03/07,2,46.33
OTA2201,22/03/07,3,49.84
OTA2201,22/03/07,4,47.46
OTA2201,22/03/07,5,47.45
OTA2201,22/03/07,6,47.78
OTA2201,22/03/07,7,47.49
OTA2201,22/03/07,8,47.7
OTA2201,22/03/07,9,46.76
OTA2201,22/03/07,10,45.86
OTA2201,22/03/07,11,52.05
OTA2201,22/03/07,12,54.26
OTA2201,22/03/07,13,59.93
OTA2201,22/03/07,14,73.66
OTA2201,22/03/07,15,71
OTA2201,22/03/07,16,75.16
OTA2201,22/03/07,17,74.85
OTA2201,22/03/07,18,63.86
OTA2201,22/03/07,19,63.81
OTA2201,22/03/07,20,62.45
OTA2201,22/03/07,21,55.36
OTA2201,22/03/07,22,60.04
OTA2201,22/03/07,23,58.82
OTA2201,22/03/07,24,58.98
OTA2201,22/03/07,25,58.89
OTA2201,22/03/07,26,58.99
OTA2201,22/03/07,27,59.02
OTA2201,22/03/07,28,59.04
OTA2201,22/03/07,29,59.33
OTA2201,22/03/07,30,59.07
OTA2201,22/03/07,31,61.76
OTA2201,22/03/07,32,70.56
OTA2201,22/03/07,33,69.46
OTA2201,22/03/07,34,67.98
OTA2201,22/03/07,35,66.14
OTA2201,22/03/07,36,61.35
OTA2201,22/03/07,37,59.53
OTA2201,22/03/07,38,69.56
OTA2201,22/03/07,39,73.74
OTA2201,22/03/07,40,74.63
OTA2201,22/03/07,41,69.49
OTA2201,22/03/07,42,66.79
OTA2201,22/03/07,43,63.55
OTA2201,22/03/07,44,62.81
OTA2201,22/03/07,45,49.26
OTA2201,22/03/07,46,46.67
OTA2201,22/03/07,47,47.72
OTA2201,22/03/07,48,40.75
OTA2201,23/03/07,1,51.61
OTA2201,23/03/07,2,57.14
OTA2201,23/03/07,3,57.19
OTA2201,23/03/07,4,57.1
OTA2201,23/03/07,5,51.85
OTA2201,23/03/07,6,51.68
OTA2201,23/03/07,7,51.86
OTA2201,23/03/07,8,53.65
OTA2201,23/03/07,9,56.59
OTA2201,23/03/07,10,57.68
OTA2201,23/03/07,11,57.71
OTA2201,23/03/07,12,58.94
OTA2201,23/03/07,13,58.28
OTA2201,23/03/07,14,71.1
OTA2201,23/03/07,15,78.58
OTA2201,23/03/07,16,79.62
OTA2201,23/03/07,17,68.37
OTA2201,23/03/07,18,67.57
OTA2201,23/03/07,19,66.94
OTA2201,23/03/07,20,67.3
OTA2201,23/03/07,21,64.97
OTA2201,23/03/07,22,65.04
OTA2201,23/03/07,23,62.92
OTA2201,23/03/07,24,65.1
OTA2201,23/03/07,25,69.83
OTA2201,23/03/07,26,69.71
OTA2201,23/03/07,27,69.93
OTA2201,23/03/07,28,71.12
OTA2201,23/03/07,29,73.79
OTA2201,23/03/07,30,74.28
OTA2201,23/03/07,31,73.6
OTA2201,23/03/07,32,73.6
OTA2201,23/03/07,33,72.85
OTA2201,23/03/07,34,73.42
OTA2201,23/03/07,35,71.39
OTA2201,23/03/07,36,57.9
OTA2201,23/03/07,37,55.09
OTA2201,23/03/07,38,72.18
OTA2201,23/03/07,39,76.79
OTA2201,23/03/07,40,71.35
OTA2201,23/03/07,41,63.99
OTA2201,23/03/07,42,68.42
OTA2201,23/03/07,43,66.09
OTA2201,23/03/07,44,67.15
OTA2201,23/03/07,45,58.91
OTA2201,23/03/07,46,59.71
OTA2201,23/03/07,47,59.71
OTA2201,23/03/07,48,57.22
OTA2201,24/03/07,1,58.18
OTA2201,24/03/07,2,54.13
OTA2201,24/03/07,3,54.11
OTA2201,24/03/07,4,51.91
OTA2201,24/03/07,5,53.98
OTA2201,24/03/07,6,54.06
OTA2201,24/03/07,7,53.76
OTA2201,24/03/07,8,53.6
OTA2201,24/03/07,9,53.6
OTA2201,24/03/07,10,52.95
OTA2201,24/03/07,11,53.9
OTA2201,24/03/07,12,55.62
OTA2201,24/03/07,13,58.22
OTA2201,24/03/07,14,58.22
OTA2201,24/03/07,15,59.01
OTA2201,24/03/07,16,59.67
OTA2201,24/03/07,17,58.2
OTA2201,24/03/07,18,58.8
OTA2201,24/03/07,19,58.8
OTA2201,24/03/07,20,56.15
OTA2201,24/03/07,21,54.2
OTA2201,24/03/07,22,54.18
OTA2201,24/03/07,23,51.79
OTA2201,24/03/07,24,49.38
OTA2201,24/03/07,25,48.44
OTA2201,24/03/07,26,48.31
OTA2201,24/03/07,27,48.26
OTA2201,24/03/07,28,49.38
OTA2201,24/03/07,29,47.07
OTA2201,24/03/07,30,51.17
OTA2201,24/03/07,31,59.59
OTA2201,24/03/07,32,68.83
OTA2201,24/03/07,33,70.29
OTA2201,24/03/07,34,70.01
OTA2201,24/03/07,35,71.49
OTA2201,24/03/07,36,71.96
OTA2201,24/03/07,37,67.48
OTA2201,24/03/07,38,72.95
OTA2201,24/03/07,39,72.87
OTA2201,24/03/07,40,72.96
OTA2201,24/03/07,41,68.2
OTA2201,24/03/07,42,63.76
OTA2201,24/03/07,43,61.56
OTA2201,24/03/07,44,60.6
OTA2201,24/03/07,45,53.38
OTA2201,24/03/07,46,52.53
OTA2201,24/03/07,47,66.71
OTA2201,24/03/07,48,62.94
OTA2201,25/03/07,1,67.09
OTA2201,25/03/07,2,62.71
OTA2201,25/03/07,3,59.43
OTA2201,25/03/07,4,59.18
OTA2201,25/03/07,5,57.84
OTA2201,25/03/07,6,57.63
OTA2201,25/03/07,7,51.74
OTA2201,25/03/07,8,46.93
OTA2201,25/03/07,9,46.95
OTA2201,25/03/07,10,46.22
OTA2201,25/03/07,11,49.08
OTA2201,25/03/07,12,49.08
OTA2201,25/03/07,13,47.59
OTA2201,25/03/07,14,47.27
OTA2201,25/03/07,15,48.98
OTA2201,25/03/07,16,50.92
OTA2201,25/03/07,17,50.14
OTA2201,25/03/07,18,51.75
OTA2201,25/03/07,19,51.26
OTA2201,25/03/07,20,49.58
OTA2201,25/03/07,21,46.32
OTA2201,25/03/07,22,45.89
OTA2201,25/03/07,23,45.65
OTA2201,25/03/07,24,45.94
OTA2201,25/03/07,25,48.04
OTA2201,25/03/07,26,50.2
OTA2201,25/03/07,27,49.34
OTA2201,25/03/07,28,49.49
OTA2201,25/03/07,29,47.23
OTA2201,25/03/07,30,47.26
OTA2201,25/03/07,31,48.23
OTA2201,25/03/07,32,48.3
OTA2201,25/03/07,33,48.65
OTA2201,25/03/07,34,48.43
OTA2201,25/03/07,35,56.44
OTA2201,25/03/07,36,50.83
OTA2201,25/03/07,37,51.7
OTA2201,25/03/07,38,67.59
OTA2201,25/03/07,39,67.59
OTA2201,25/03/07,40,62.01
OTA2201,25/03/07,41,56.38
OTA2201,25/03/07,42,51.14
OTA2201,25/03/07,43,50.02
OTA2201,25/03/07,44,47.81
OTA2201,25/03/07,45,47.58
OTA2201,25/03/07,46,39.9
OTA2201,25/03/07,47,40.16
OTA2201,25/03/07,48,47.28
OTA2201,26/03/07,1,43.07
OTA2201,26/03/07,2,52.45
OTA2201,26/03/07,3,51.92
OTA2201,26/03/07,4,52.9
OTA2201,26/03/07,5,52.75
OTA2201,26/03/07,6,52.23
OTA2201,26/03/07,7,52.36
OTA2201,26/03/07,8,52.89
OTA2201,26/03/07,9,52.89
OTA2201,26/03/07,10,52.89
OTA2201,26/03/07,11,50.32
OTA2201,26/03/07,12,52.6
OTA2201,26/03/07,13,52.88
OTA2201,26/03/07,14,56.78
OTA2201,26/03/07,15,59.33
OTA2201,26/03/07,16,65.37
OTA2201,26/03/07,17,60.83
OTA2201,26/03/07,18,59.48
OTA2201,26/03/07,19,59.39
OTA2201,26/03/07,20,59.59
OTA2201,26/03/07,21,61.24
OTA2201,26/03/07,22,60.91
OTA2201,26/03/07,23,61.47
OTA2201,26/03/07,24,63.37
OTA2201,26/03/07,25,62.81
OTA2201,26/03/07,26,68.72
OTA2201,26/03/07,27,68.76
OTA2201,26/03/07,28,68.63
OTA2201,26/03/07,29,68.44
OTA2201,26/03/07,30,72.81
OTA2201,26/03/07,31,72.72
OTA2201,26/03/07,32,73.73
OTA2201,26/03/07,33,71.25
OTA2201,26/03/07,34,72.24
OTA2201,26/03/07,35,74.2
OTA2201,26/03/07,36,73.94
OTA2201,26/03/07,37,74.6
OTA2201,26/03/07,38,97.8
OTA2201,26/03/07,39,95.88
OTA2201,26/03/07,40,76.04
OTA2201,26/03/07,41,71.53
OTA2201,26/03/07,42,63.39
OTA2201,26/03/07,43,58.65
OTA2201,26/03/07,44,56.27
OTA2201,26/03/07,45,57.73
OTA2201,26/03/07,46,57.28
OTA2201,26/03/07,47,57.66
OTA2201,26/03/07,48,57.81
OTA2201,27/03/07,1,58.06
OTA2201,27/03/07,2,57.93
OTA2201,27/03/07,3,57.84
OTA2201,27/03/07,4,57.67
OTA2201,27/03/07,5,53.63
OTA2201,27/03/07,6,53.57
OTA2201,27/03/07,7,53.57
OTA2201,27/03/07,8,55.11
OTA2201,27/03/07,9,52.6
OTA2201,27/03/07,10,54.49
OTA2201,27/03/07,11,54.85
OTA2201,27/03/07,12,55.73
OTA2201,27/03/07,13,55.99
OTA2201,27/03/07,14,56.49
OTA2201,27/03/07,15,59.92
OTA2201,27/03/07,16,69.74
OTA2201,27/03/07,17,71.19
OTA2201,27/03/07,18,70.51
OTA2201,27/03/07,19,69.89
OTA2201,27/03/07,20,69.57
OTA2201,27/03/07,21,60.23
OTA2201,27/03/07,22,60.77
OTA2201,27/03/07,23,62.08
OTA2201,27/03/07,24,63
OTA2201,27/03/07,25,64.37
OTA2201,27/03/07,26,70.37
OTA2201,27/03/07,27,69.97
OTA2201,27/03/07,28,69.47
OTA2201,27/03/07,29,73.36
OTA2201,27/03/07,30,74.66
OTA2201,27/03/07,31,73.89
OTA2201,27/03/07,32,73.97
OTA2201,27/03/07,33,72.97
OTA2201,27/03/07,34,75.11
OTA2201,27/03/07,35,76.4
OTA2201,27/03/07,36,76.63
OTA2201,27/03/07,37,77.43
OTA2201,27/03/07,38,85.94
OTA2201,27/03/07,39,83.27
OTA2201,27/03/07,40,76.54
OTA2201,27/03/07,41,73.18
OTA2201,27/03/07,42,65.46
OTA2201,27/03/07,43,63.45
OTA2201,27/03/07,44,63.38
OTA2201,27/03/07,45,55.47
OTA2201,27/03/07,46,54.94
OTA2201,27/03/07,47,56.5
OTA2201,27/03/07,48,57.45
OTA2201,28/03/07,1,57.62
OTA2201,28/03/07,2,57.74
OTA2201,28/03/07,3,57.72
OTA2201,28/03/07,4,57.37
OTA2201,28/03/07,5,56.6
OTA2201,28/03/07,6,55.74
OTA2201,28/03/07,7,55.74
OTA2201,28/03/07,8,54.75
OTA2201,28/03/07,9,55.34
OTA2201,28/03/07,10,54.62
OTA2201,28/03/07,11,55.27
OTA2201,28/03/07,12,54.95
OTA2201,28/03/07,13,56.9
OTA2201,28/03/07,14,62.19
OTA2201,28/03/07,15,71.6
OTA2201,28/03/07,16,73.51
OTA2201,28/03/07,17,72.58
OTA2201,28/03/07,18,68.49
OTA2201,28/03/07,19,67.94
OTA2201,28/03/07,20,67.58
OTA2201,28/03/07,21,63.8
OTA2201,28/03/07,22,63.8
OTA2201,28/03/07,23,66.89
OTA2201,28/03/07,24,67.26
OTA2201,28/03/07,25,65.24
OTA2201,28/03/07,26,65.39
OTA2201,28/03/07,27,82.89
OTA2201,28/03/07,28,82.95
OTA2201,28/03/07,29,82.3
OTA2201,28/03/07,30,82.85
OTA2201,28/03/07,31,82.95
OTA2201,28/03/07,32,82.97
OTA2201,28/03/07,33,75.04
OTA2201,28/03/07,34,83.73
OTA2201,28/03/07,35,83.81
OTA2201,28/03/07,36,93.51
OTA2201,28/03/07,37,92.31
OTA2201,28/03/07,38,93.49
OTA2201,28/03/07,39,75.31
OTA2201,28/03/07,40,69.59
OTA2201,28/03/07,41,61.1
OTA2201,28/03/07,42,59.38
OTA2201,28/03/07,43,55.73
OTA2201,28/03/07,44,55.15
OTA2201,28/03/07,45,58.88
OTA2201,28/03/07,46,58.01
OTA2201,28/03/07,47,55.23
OTA2201,28/03/07,48,55.27
OTA2201,29/03/07,1,55.68
OTA2201,29/03/07,2,55.35
OTA2201,29/03/07,3,52.03
OTA2201,29/03/07,4,55.08
OTA2201,29/03/07,5,54.86
OTA2201,29/03/07,6,53.93
OTA2201,29/03/07,7,53.96
OTA2201,29/03/07,8,53.98
OTA2201,29/03/07,9,54.96
OTA2201,29/03/07,10,54.86
OTA2201,29/03/07,11,55.94
OTA2201,29/03/07,12,54.71
OTA2201,29/03/07,13,58.67
OTA2201,29/03/07,14,63.45
OTA2201,29/03/07,15,72
OTA2201,29/03/07,16,74.79
OTA2201,29/03/07,17,73.72
OTA2201,29/03/07,18,73.4
OTA2201,29/03/07,19,74.91
OTA2201,29/03/07,20,74.91
OTA2201,29/03/07,21,73.82
OTA2201,29/03/07,22,75.47
OTA2201,29/03/07,23,83.79
OTA2201,29/03/07,24,83.76
OTA2201,29/03/07,25,83.3
OTA2201,29/03/07,26,77.59
OTA2201,29/03/07,27,81.78
OTA2201,29/03/07,28,82.62
OTA2201,29/03/07,29,83.58
OTA2201,29/03/07,30,83.05
OTA2201,29/03/07,31,83.44
OTA2201,29/03/07,32,83.68
OTA2201,29/03/07,33,83.58
OTA2201,29/03/07,34,82.23
OTA2201,29/03/07,35,80.83
OTA2201,29/03/07,36,81.07
OTA2201,29/03/07,37,82.27
OTA2201,29/03/07,38,93.23
OTA2201,29/03/07,39,86.79
OTA2201,29/03/07,40,74.73
OTA2201,29/03/07,41,71.42
OTA2201,29/03/07,42,60.12
OTA2201,29/03/07,43,57.77
OTA2201,29/03/07,44,56.27
OTA2201,29/03/07,45,54.33
OTA2201,29/03/07,46,53.86
OTA2201,29/03/07,47,53.67
OTA2201,29/03/07,48,52.94
OTA2201,30/03/07,1,57.81
OTA2201,30/03/07,2,57.53
OTA2201,30/03/07,3,54.25
OTA2201,30/03/07,4,56.52
OTA2201,30/03/07,5,55.99
OTA2201,30/03/07,6,56.16
OTA2201,30/03/07,7,55.67
OTA2201,30/03/07,8,55.56
OTA2201,30/03/07,9,55.6
OTA2201,30/03/07,10,55.72
OTA2201,30/03/07,11,53.44
OTA2201,30/03/07,12,54.61
OTA2201,30/03/07,13,57.19
OTA2201,30/03/07,14,67.62
OTA2201,30/03/07,15,67.1
OTA2201,30/03/07,16,69.83
OTA2201,30/03/07,17,68.38
OTA2201,30/03/07,18,74.13
OTA2201,30/03/07,19,73
OTA2201,30/03/07,20,82.69
OTA2201,30/03/07,21,86.02
OTA2201,30/03/07,22,86.1
OTA2201,30/03/07,23,83.47
OTA2201,30/03/07,24,84.89
OTA2201,30/03/07,25,73.63
OTA2201,30/03/07,26,80.28
OTA2201,30/03/07,27,72.34
OTA2201,30/03/07,28,69.61
OTA2201,30/03/07,29,60.64
OTA2201,30/03/07,30,68.67
OTA2201,30/03/07,31,61.09
OTA2201,30/03/07,32,60.09
OTA2201,30/03/07,33,58.79
OTA2201,30/03/07,34,57.72
OTA2201,30/03/07,35,55.46
OTA2201,30/03/07,36,55.84
OTA2201,30/03/07,37,55.7
OTA2201,30/03/07,38,63.72
OTA2201,30/03/07,39,63.4
OTA2201,30/03/07,40,57.29
OTA2201,30/03/07,41,55.33
OTA2201,30/03/07,42,55.08
OTA2201,30/03/07,43,54.23
OTA2201,30/03/07,44,54.29
OTA2201,30/03/07,45,54.17
OTA2201,30/03/07,46,58.23
OTA2201,30/03/07,47,58.49
OTA2201,30/03/07,48,58.86
OTA2201,31/03/07,1,57.81
OTA2201,31/03/07,2,53.25
OTA2201,31/03/07,3,56.09
OTA2201,31/03/07,4,52.73
OTA2201,31/03/07,5,50.71
OTA2201,31/03/07,6,51.89
OTA2201,31/03/07,7,51.89
OTA2201,31/03/07,8,50.7
OTA2201,31/03/07,9,50.07
OTA2201,31/03/07,10,49.34
OTA2201,31/03/07,11,51.03
OTA2201,31/03/07,12,51.37
OTA2201,31/03/07,13,55.84
OTA2201,31/03/07,14,51.53
OTA2201,31/03/07,15,49.48
OTA2201,31/03/07,16,47.08
OTA2201,31/03/07,17,48.72
OTA2201,31/03/07,18,51.02
OTA2201,31/03/07,19,52.53
OTA2201,31/03/07,20,52.03
OTA2201,31/03/07,21,53.46
OTA2201,31/03/07,22,54.16
OTA2201,31/03/07,23,54
OTA2201,31/03/07,24,54.13
OTA2201,31/03/07,25,63.15
OTA2201,31/03/07,26,61.47
OTA2201,31/03/07,27,59.89
OTA2201,31/03/07,28,58.76
OTA2201,31/03/07,29,57.4
OTA2201,31/03/07,30,53.53
OTA2201,31/03/07,31,53.25
OTA2201,31/03/07,32,53.24
OTA2201,31/03/07,33,52.19
OTA2201,31/03/07,34,49.38
OTA2201,31/03/07,35,52.3
OTA2201,31/03/07,36,52.1
OTA2201,31/03/07,37,57.3
OTA2201,31/03/07,38,59.56
OTA2201,31/03/07,39,59.3
OTA2201,31/03/07,40,52.76
OTA2201,31/03/07,41,50.5
OTA2201,31/03/07,42,51.03
OTA2201,31/03/07,43,51.08
OTA2201,31/03/07,44,50.58
OTA2201,31/03/07,45,50.52
OTA2201,31/03/07,46,47.42
OTA2201,31/03/07,47,50.63
OTA2201,31/03/07,48,49.77
OTA2201,1/04/07,1,48.02
OTA2201,1/04/07,2,47.39
OTA2201,1/04/07,3,47.55
OTA2201,1/04/07,4,45.68
OTA2201,1/04/07,5,45.59
OTA2201,1/04/07,6,45.58
OTA2201,1/04/07,7,45.59
OTA2201,1/04/07,8,45.58
OTA2201,1/04/07,9,45.44
OTA2201,1/04/07,10,40.1
OTA2201,1/04/07,11,41.52
OTA2201,1/04/07,12,42.52
OTA2201,1/04/07,13,46.19
OTA2201,1/04/07,14,46.99
OTA2201,1/04/07,15,48.88
OTA2201,1/04/07,16,50.04
OTA2201,1/04/07,17,50.29
OTA2201,1/04/07,18,49.89
OTA2201,1/04/07,19,50.05
OTA2201,1/04/07,20,49
OTA2201,1/04/07,21,48.26
OTA2201,1/04/07,22,48.47
OTA2201,1/04/07,23,48.73
OTA2201,1/04/07,24,48.77
OTA2201,1/04/07,25,44.25
OTA2201,1/04/07,26,45.31
OTA2201,1/04/07,27,46.28
OTA2201,1/04/07,28,45.98
OTA2201,1/04/07,29,45.98
OTA2201,1/04/07,30,47.34
OTA2201,1/04/07,31,51.63
OTA2201,1/04/07,32,56.46
OTA2201,1/04/07,33,55.56
OTA2201,1/04/07,34,47.51
OTA2201,1/04/07,35,44.72
OTA2201,1/04/07,36,44.65
OTA2201,1/04/07,37,45.39
OTA2201,1/04/07,38,59.12
OTA2201,1/04/07,39,56.59
OTA2201,1/04/07,40,52.86
OTA2201,1/04/07,41,50.55
OTA2201,1/04/07,42,50.51
OTA2201,1/04/07,43,48.77
OTA2201,1/04/07,44,48.76
OTA2201,1/04/07,45,40.99
OTA2201,1/04/07,46,42.69
OTA2201,1/04/07,47,51
OTA2201,1/04/07,48,50.69
OTA2201,2/04/07,1,48.64
OTA2201,2/04/07,2,48.33
OTA2201,2/04/07,3,48.53
OTA2201,2/04/07,4,48.04
OTA2201,2/04/07,5,46.81
OTA2201,2/04/07,6,46.46
OTA2201,2/04/07,7,46.37
OTA2201,2/04/07,8,47.69
OTA2201,2/04/07,9,47.77
OTA2201,2/04/07,10,48.36
OTA2201,2/04/07,11,48.69
OTA2201,2/04/07,12,48.71
OTA2201,2/04/07,13,51.51
OTA2201,2/04/07,14,54.26
OTA2201,2/04/07,15,57.91
OTA2201,2/04/07,16,60.06
OTA2201,2/04/07,17,61.27
OTA2201,2/04/07,18,58.79
OTA2201,2/04/07,19,58.25
OTA2201,2/04/07,20,58.58
OTA2201,2/04/07,21,57.12
OTA2201,2/04/07,22,54.86
OTA2201,2/04/07,23,54.22
OTA2201,2/04/07,24,58.08
OTA2201,2/04/07,25,54.32
OTA2201,2/04/07,26,59.72
OTA2201,2/04/07,27,57.11
OTA2201,2/04/07,28,57.56
OTA2201,2/04/07,29,59.4
OTA2201,2/04/07,30,56.18
OTA2201,2/04/07,31,56.82
OTA2201,2/04/07,32,48.74
OTA2201,2/04/07,33,51.22
OTA2201,2/04/07,34,61.99
OTA2201,2/04/07,35,54.35
OTA2201,2/04/07,36,50.7
OTA2201,2/04/07,37,54.79
OTA2201,2/04/07,38,66.5
OTA2201,2/04/07,39,62.78
OTA2201,2/04/07,40,62.08
OTA2201,2/04/07,41,60.5
OTA2201,2/04/07,42,59.71
OTA2201,2/04/07,43,52.51
OTA2201,2/04/07,44,51.89
OTA2201,2/04/07,45,49.99
OTA2201,2/04/07,46,50.05
OTA2201,2/04/07,47,52.17
OTA2201,2/04/07,48,50.97
OTA2201,3/04/07,1,50.73
OTA2201,3/04/07,2,50.8
OTA2201,3/04/07,3,50.16
OTA2201,3/04/07,4,50.65
OTA2201,3/04/07,5,50.94
OTA2201,3/04/07,6,50.9
OTA2201,3/04/07,7,50.66
OTA2201,3/04/07,8,50.67
OTA2201,3/04/07,9,50.67
OTA2201,3/04/07,10,50.67
OTA2201,3/04/07,11,49.25
OTA2201,3/04/07,12,49.95
OTA2201,3/04/07,13,52.44
OTA2201,3/04/07,14,56.69
OTA2201,3/04/07,15,59.34
OTA2201,3/04/07,16,60.22
OTA2201,3/04/07,17,58.42
OTA2201,3/04/07,18,58.07
OTA2201,3/04/07,19,56.89
OTA2201,3/04/07,20,57.95
OTA2201,3/04/07,21,53.91
OTA2201,3/04/07,22,57.83
OTA2201,3/04/07,23,58.07
OTA2201,3/04/07,24,57.92
OTA2201,3/04/07,25,56.8
OTA2201,3/04/07,26,57.25
OTA2201,3/04/07,27,56.28
OTA2201,3/04/07,28,56.35
OTA2201,3/04/07,29,54.2
OTA2201,3/04/07,30,53.98
OTA2201,3/04/07,31,54.29
OTA2201,3/04/07,32,56.08
OTA2201,3/04/07,33,54.15
OTA2201,3/04/07,34,56.68
OTA2201,3/04/07,35,54.48
OTA2201,3/04/07,36,53.28
OTA2201,3/04/07,37,53.52
OTA2201,3/04/07,38,55.65
OTA2201,3/04/07,39,54.95
OTA2201,3/04/07,40,53.52
OTA2201,3/04/07,41,53.31
OTA2201,3/04/07,42,53.15
OTA2201,3/04/07,43,53.44
OTA2201,3/04/07,44,53.26
OTA2201,3/04/07,45,53.02
OTA2201,3/04/07,46,52.53
OTA2201,3/04/07,47,53.37
OTA2201,3/04/07,48,45.55
OTA2201,4/04/07,1,47.25
OTA2201,4/04/07,2,50.61
OTA2201,4/04/07,3,50.58
OTA2201,4/04/07,4,50.58
OTA2201,4/04/07,5,49.91
OTA2201,4/04/07,6,46.39
OTA2201,4/04/07,7,46.39
OTA2201,4/04/07,8,46.37
OTA2201,4/04/07,9,46.41
OTA2201,4/04/07,10,50.03
OTA2201,4/04/07,11,51.56
OTA2201,4/04/07,12,55.86
OTA2201,4/04/07,13,56.91
OTA2201,4/04/07,14,58.08
OTA2201,4/04/07,15,60.75
OTA2201,4/04/07,16,62.71
OTA2201,4/04/07,17,59.81
OTA2201,4/04/07,18,56.03
OTA2201,4/04/07,19,55.91
OTA2201,4/04/07,20,55.84
OTA2201,4/04/07,21,54.64
OTA2201,4/04/07,22,59.08
OTA2201,4/04/07,23,60.41
OTA2201,4/04/07,24,59.79
OTA2201,4/04/07,25,63.2
OTA2201,4/04/07,26,63
OTA2201,4/04/07,27,71.3
OTA2201,4/04/07,28,71.23
OTA2201,4/04/07,29,68.18
OTA2201,4/04/07,30,68.73
OTA2201,4/04/07,31,68.46
OTA2201,4/04/07,32,72.68
OTA2201,4/04/07,33,68.28
OTA2201,4/04/07,34,63.64
OTA2201,4/04/07,35,63.69
OTA2201,4/04/07,36,63.79
OTA2201,4/04/07,37,64.19
OTA2201,4/04/07,38,77.35
OTA2201,4/04/07,39,74.39
OTA2201,4/04/07,40,63.6
OTA2201,4/04/07,41,62.44
OTA2201,4/04/07,42,59.37
OTA2201,4/04/07,43,59.99
OTA2201,4/04/07,44,57.8
OTA2201,4/04/07,45,54.6
OTA2201,4/04/07,46,53.88
OTA2201,4/04/07,47,53.73
OTA2201,4/04/07,48,53.11
OTA2201,5/04/07,1,55.62
OTA2201,5/04/07,2,55.93
OTA2201,5/04/07,3,55.66
OTA2201,5/04/07,4,55.87
OTA2201,5/04/07,5,53.26
OTA2201,5/04/07,6,54.06
OTA2201,5/04/07,7,54.23
OTA2201,5/04/07,8,55.28
OTA2201,5/04/07,9,55.35
OTA2201,5/04/07,10,55.28
OTA2201,5/04/07,11,58.52
OTA2201,5/04/07,12,57.71
OTA2201,5/04/07,13,67.48
OTA2201,5/04/07,14,60.17
OTA2201,5/04/07,15,81.16
OTA2201,5/04/07,16,84.35
OTA2201,5/04/07,17,68.94
OTA2201,5/04/07,18,61.82
OTA2201,5/04/07,19,61.48
OTA2201,5/04/07,20,61.5
OTA2201,5/04/07,21,59.85
OTA2201,5/04/07,22,59.43
OTA2201,5/04/07,23,59.36
OTA2201,5/04/07,24,59.4
OTA2201,5/04/07,25,59.31
OTA2201,5/04/07,26,61.57
OTA2201,5/04/07,27,78.21
OTA2201,5/04/07,28,67.86
OTA2201,5/04/07,29,61.31
OTA2201,5/04/07,30,61.28
OTA2201,5/04/07,31,60.87
OTA2201,5/04/07,32,61.33
OTA2201,5/04/07,33,61.02
OTA2201,5/04/07,34,58.86
OTA2201,5/04/07,35,52.41
OTA2201,5/04/07,36,52.1
OTA2201,5/04/07,37,58.32
OTA2201,5/04/07,38,82.49
OTA2201,5/04/07,39,61.02
OTA2201,5/04/07,40,56.27
OTA2201,5/04/07,41,50.64
OTA2201,5/04/07,42,50.4
OTA2201,5/04/07,43,48.91
OTA2201,5/04/07,44,48.39
OTA2201,5/04/07,45,49.23
OTA2201,5/04/07,46,48.86
OTA2201,5/04/07,47,49.32
OTA2201,5/04/07,48,46.44
OTA2201,6/04/07,1,49.19
OTA2201,6/04/07,2,49.52
OTA2201,6/04/07,3,47.12
OTA2201,6/04/07,4,51.56
OTA2201,6/04/07,5,52.73
OTA2201,6/04/07,6,51.52
OTA2201,6/04/07,7,51.41
OTA2201,6/04/07,8,55.11
OTA2201,6/04/07,9,53.82
OTA2201,6/04/07,10,50.57
OTA2201,6/04/07,11,50.57
