GIP_GXP,TRADING_DATE,TRADING_PERIOD,PRICE
OTA2201,13/06/07,33,61.71
OTA2201,13/06/07,34,69.17
OTA2201,13/06/07,35,73.65
OTA2201,13/06/07,36,75.32
OTA2201,13/06/07,37,74.59
OTA2201,13/06/07,38,73.39
OTA2201,13/06/07,39,71.07
OTA2201,13/06/07,40,71.46
OTA2201,13/06/07,41,71.58
OTA2201,13/06/07,42,69.3
OTA2201,13/06/07,43,68.89
OTA2201,13/06/07,44,63.53
OTA2201,13/06/07,45,59.56
OTA2201,13/06/07,46,60.6
OTA2201,13/06/07,47,57.8
OTA2201,13/06/07,48,57.96
OTA2201,14/06/07,1,55.71
OTA2201,14/06/07,2,55.02
OTA2201,14/06/07,3,56.06
OTA2201,14/06/07,4,55.61
OTA2201,14/06/07,5,55.02
OTA2201,14/06/07,6,53.71
OTA2201,14/06/07,7,49.23
OTA2201,14/06/07,8,46.53
OTA2201,14/06/07,9,49.18
OTA2201,14/06/07,10,54.89
OTA2201,14/06/07,11,51.22
OTA2201,14/06/07,12,54.82
OTA2201,14/06/07,13,58.23
OTA2201,14/06/07,14,63.07
OTA2201,14/06/07,15,64.58
OTA2201,14/06/07,16,75.18
OTA2201,14/06/07,17,73.59
OTA2201,14/06/07,18,69.8
OTA2201,14/06/07,19,69.63
OTA2201,14/06/07,20,65.7
OTA2201,14/06/07,21,62.24
OTA2201,14/06/07,22,62.24
OTA2201,14/06/07,23,62.98
OTA2201,14/06/07,24,63.38
OTA2201,14/06/07,25,64.47
OTA2201,14/06/07,26,64.44
OTA2201,14/06/07,27,64.44
OTA2201,14/06/07,28,64.61
OTA2201,14/06/07,29,64.61
OTA2201,14/06/07,30,63.5
OTA2201,14/06/07,31,63.54
OTA2201,14/06/07,32,63.73
OTA2201,14/06/07,33,63.77
OTA2201,14/06/07,34,64.83
OTA2201,14/06/07,35,67.69
OTA2201,14/06/07,36,68.54
OTA2201,14/06/07,37,68.96
OTA2201,14/06/07,38,69.12
OTA2201,14/06/07,39,64.66
OTA2201,14/06/07,40,63.62
OTA2201,14/06/07,41,74.8
OTA2201,14/06/07,42,69
OTA2201,14/06/07,43,62.77
OTA2201,14/06/07,44,61.96
OTA2201,14/06/07,45,58.16
OTA2201,14/06/07,46,56.75
OTA2201,14/06/07,47,54.39
OTA2201,14/06/07,48,45.55
OTA2201,15/06/07,1,50.7
OTA2201,15/06/07,2,56.72
OTA2201,15/06/07,3,55.74
OTA2201,15/06/07,4,55.02
OTA2201,15/06/07,5,48.32
OTA2201,15/06/07,6,46.5
OTA2201,15/06/07,7,45.96
OTA2201,15/06/07,8,40.02
OTA2201,15/06/07,9,39.73
OTA2201,15/06/07,10,39.72
OTA2201,15/06/07,11,53.8
OTA2201,15/06/07,12,56.12
OTA2201,15/06/07,13,60.18
OTA2201,15/06/07,14,65.93
OTA2201,15/06/07,15,67.1
OTA2201,15/06/07,16,77.72
OTA2201,15/06/07,17,79.52
OTA2201,15/06/07,18,79.44
OTA2201,15/06/07,19,79.67
OTA2201,15/06/07,20,82.74
OTA2201,15/06/07,21,73.65
OTA2201,15/06/07,22,71.08
OTA2201,15/06/07,23,67.49
OTA2201,15/06/07,24,67.48
OTA2201,15/06/07,25,64.32
OTA2201,15/06/07,26,74.32
OTA2201,15/06/07,27,85.26
OTA2201,15/06/07,28,83.65
OTA2201,15/06/07,29,81.1
OTA2201,15/06/07,30,75.74
OTA2201,15/06/07,31,82.45
OTA2201,15/06/07,32,75.29
OTA2201,15/06/07,33,69.34
OTA2201,15/06/07,34,69.46
OTA2201,15/06/07,35,73.34
OTA2201,15/06/07,36,81.6
OTA2201,15/06/07,37,79.45
OTA2201,15/06/07,38,79.28
OTA2201,15/06/07,39,73.34
OTA2201,15/06/07,40,76.59
OTA2201,15/06/07,41,73.1
OTA2201,15/06/07,42,68.87
OTA2201,15/06/07,43,68.76
OTA2201,15/06/07,44,67.66
OTA2201,15/06/07,45,61.6
OTA2201,15/06/07,46,62.39
OTA2201,15/06/07,47,62.03
OTA2201,15/06/07,48,59.53
OTA2201,16/06/07,1,62.83
OTA2201,16/06/07,2,57.44
OTA2201,16/06/07,3,60.89
OTA2201,16/06/07,4,61.55
OTA2201,16/06/07,5,60.5
OTA2201,16/06/07,6,58.17
OTA2201,16/06/07,7,57.58
OTA2201,16/06/07,8,57.58
OTA2201,16/06/07,9,59.14
OTA2201,16/06/07,10,55.71
OTA2201,16/06/07,11,57.55
OTA2201,16/06/07,12,57.44
OTA2201,16/06/07,13,56.68
OTA2201,16/06/07,14,58.21
OTA2201,16/06/07,15,62.85
OTA2201,16/06/07,16,62.06
OTA2201,16/06/07,17,72.14
OTA2201,16/06/07,18,74.83
OTA2201,16/06/07,19,76.91
OTA2201,16/06/07,20,75.18
OTA2201,16/06/07,21,58.32
OTA2201,16/06/07,22,65.45
OTA2201,16/06/07,23,58.22
OTA2201,16/06/07,24,67.98
OTA2201,16/06/07,25,65.49
OTA2201,16/06/07,26,66.3
OTA2201,16/06/07,27,65.79
OTA2201,16/06/07,28,58.5
OTA2201,16/06/07,29,63.77
OTA2201,16/06/07,30,64.69
OTA2201,16/06/07,31,65.28
OTA2201,16/06/07,32,65.85
OTA2201,16/06/07,33,63.31
OTA2201,16/06/07,34,65.91
OTA2201,16/06/07,35,69.28
OTA2201,16/06/07,36,77.43
OTA2201,16/06/07,37,77.5
OTA2201,16/06/07,38,69.11
OTA2201,16/06/07,39,55.4
OTA2201,16/06/07,40,68.84
OTA2201,16/06/07,41,75.64
OTA2201,16/06/07,42,68.76
OTA2201,16/06/07,43,68.18
OTA2201,16/06/07,44,68.37
OTA2201,16/06/07,45,68.18
OTA2201,16/06/07,46,66.53
OTA2201,16/06/07,47,66.95
OTA2201,16/06/07,48,65.77
OTA2201,17/06/07,1,59.37
OTA2201,17/06/07,2,59.44
OTA2201,17/06/07,3,60.11
OTA2201,17/06/07,4,59.97
OTA2201,17/06/07,5,58.62
OTA2201,17/06/07,6,57.51
OTA2201,17/06/07,7,56.42
OTA2201,17/06/07,8,56.51
OTA2201,17/06/07,9,56.81
OTA2201,17/06/07,10,56.81
OTA2201,17/06/07,11,58.58
OTA2201,17/06/07,12,59.24
OTA2201,17/06/07,13,57.3
OTA2201,17/06/07,14,57.38
OTA2201,17/06/07,15,56.14
OTA2201,17/06/07,16,55.59
OTA2201,17/06/07,17,53.56
OTA2201,17/06/07,18,56.38
OTA2201,17/06/07,19,68.99
OTA2201,17/06/07,20,74.18
OTA2201,17/06/07,21,74.45
OTA2201,17/06/07,22,72.55
OTA2201,17/06/07,23,72.53
OTA2201,17/06/07,24,70.35
OTA2201,17/06/07,25,72.04
OTA2201,17/06/07,26,74.47
OTA2201,17/06/07,27,72.25
OTA2201,17/06/07,28,69.57
OTA2201,17/06/07,29,68.38
OTA2201,17/06/07,30,63.17
OTA2201,17/06/07,31,60.49
OTA2201,17/06/07,32,58.31
OTA2201,17/06/07,33,57.59
OTA2201,17/06/07,34,71.16
OTA2201,17/06/07,35,76.87
OTA2201,17/06/07,36,78.11
OTA2201,17/06/07,37,78.52
OTA2201,17/06/07,38,77.58
OTA2201,17/06/07,39,78.21
OTA2201,17/06/07,40,78.25
OTA2201,17/06/07,41,78.22
OTA2201,17/06/07,42,76.45
OTA2201,17/06/07,43,75.01
OTA2201,17/06/07,44,68.35
OTA2201,17/06/07,45,67.46
OTA2201,17/06/07,46,58.1
OTA2201,17/06/07,47,58.96
OTA2201,17/06/07,48,56.02
OTA2201,18/06/07,1,60.61
OTA2201,18/06/07,2,56.64
OTA2201,18/06/07,3,60.97
OTA2201,18/06/07,4,56.62
OTA2201,18/06/07,5,64
OTA2201,18/06/07,6,62.56
OTA2201,18/06/07,7,64.04
OTA2201,18/06/07,8,60.07
OTA2201,18/06/07,9,56.82
OTA2201,18/06/07,10,57.86
OTA2201,18/06/07,11,62.39
OTA2201,18/06/07,12,61.94
OTA2201,18/06/07,13,66.81
OTA2201,18/06/07,14,77.48
OTA2201,18/06/07,15,78.36
OTA2201,18/06/07,16,78.93
OTA2201,18/06/07,17,79.43
OTA2201,18/06/07,18,78.64
OTA2201,18/06/07,19,78.66
OTA2201,18/06/07,20,78.11
OTA2201,18/06/07,21,78.35
OTA2201,18/06/07,22,77.34
OTA2201,18/06/07,23,77.06
OTA2201,18/06/07,24,76.77
OTA2201,18/06/07,25,77.21
OTA2201,18/06/07,26,73.79
OTA2201,18/06/07,27,72.89
OTA2201,18/06/07,28,72.54
OTA2201,18/06/07,29,72.23
OTA2201,18/06/07,30,69.92
OTA2201,18/06/07,31,72.02
OTA2201,18/06/07,32,72.53
OTA2201,18/06/07,33,73.2
OTA2201,18/06/07,34,76.36
OTA2201,18/06/07,35,80.87
OTA2201,18/06/07,36,87.1
OTA2201,18/06/07,37,81.52
OTA2201,18/06/07,38,81.65
OTA2201,18/06/07,39,79.59
OTA2201,18/06/07,40,79.47
OTA2201,18/06/07,41,81.05
OTA2201,18/06/07,42,81.63
OTA2201,18/06/07,43,75.07
OTA2201,18/06/07,44,71.79
OTA2201,18/06/07,45,69.5
OTA2201,18/06/07,46,70.47
OTA2201,18/06/07,47,68.39
OTA2201,18/06/07,48,66.67
OTA2201,19/06/07,1,65.94
OTA2201,19/06/07,2,65.86
OTA2201,19/06/07,3,64.36
OTA2201,19/06/07,4,61.8
OTA2201,19/06/07,5,60.9
OTA2201,19/06/07,6,59.41
OTA2201,19/06/07,7,64.22
OTA2201,19/06/07,8,65.01
OTA2201,19/06/07,9,65.07
OTA2201,19/06/07,10,65.34
OTA2201,19/06/07,11,64.45
OTA2201,19/06/07,12,66.74
OTA2201,19/06/07,13,69.71
OTA2201,19/06/07,14,74.26
OTA2201,19/06/07,15,77.06
OTA2201,19/06/07,16,78.63
OTA2201,19/06/07,17,78.34
OTA2201,19/06/07,18,78.23
OTA2201,19/06/07,19,78.27
OTA2201,19/06/07,20,77.94
OTA2201,19/06/07,21,75.24
OTA2201,19/06/07,22,75.18
OTA2201,19/06/07,23,74.35
OTA2201,19/06/07,24,73.26
OTA2201,19/06/07,25,71.6
OTA2201,19/06/07,26,77.07
OTA2201,19/06/07,27,80.55
OTA2201,19/06/07,28,77.45
OTA2201,19/06/07,29,82.47
OTA2201,19/06/07,30,80.83
OTA2201,19/06/07,31,80.87
OTA2201,19/06/07,32,83.73
OTA2201,19/06/07,33,80.38
OTA2201,19/06/07,34,80.39
OTA2201,19/06/07,35,84.28
OTA2201,19/06/07,36,89.48
OTA2201,19/06/07,37,89.49
OTA2201,19/06/07,38,89.51
OTA2201,19/06/07,39,87.61
OTA2201,19/06/07,40,84.08
OTA2201,19/06/07,41,81.91
OTA2201,19/06/07,42,83.03
OTA2201,19/06/07,43,85.37
OTA2201,19/06/07,44,82.06
OTA2201,19/06/07,45,79.37
OTA2201,19/06/07,46,75.39
OTA2201,19/06/07,47,76.82
OTA2201,19/06/07,48,74.57
OTA2201,20/06/07,1,66.42
OTA2201,20/06/07,2,70.73
OTA2201,20/06/07,3,74.07
OTA2201,20/06/07,4,63.42
OTA2201,20/06/07,5,68.75
OTA2201,20/06/07,6,73.82
OTA2201,20/06/07,7,73.79
OTA2201,20/06/07,8,72.82
OTA2201,20/06/07,9,69.65
OTA2201,20/06/07,10,65.95
OTA2201,20/06/07,11,75
OTA2201,20/06/07,12,73.87
OTA2201,20/06/07,13,77.78
OTA2201,20/06/07,14,80.68
OTA2201,20/06/07,15,89.8
OTA2201,20/06/07,16,100.25
OTA2201,20/06/07,17,101.1
OTA2201,20/06/07,18,100.98
OTA2201,20/06/07,19,100.94
OTA2201,20/06/07,20,95.31
OTA2201,20/06/07,21,101.16
OTA2201,20/06/07,22,110.65
OTA2201,20/06/07,23,112.89
OTA2201,20/06/07,24,110.19
OTA2201,20/06/07,25,109.89
OTA2201,20/06/07,26,111.27
OTA2201,20/06/07,27,109.87
OTA2201,20/06/07,28,109.9
OTA2201,20/06/07,29,106.7
OTA2201,20/06/07,30,97.54
OTA2201,20/06/07,31,102.9
OTA2201,20/06/07,32,101.32
OTA2201,20/06/07,33,101.33
OTA2201,20/06/07,34,108.36
OTA2201,20/06/07,35,138.75
OTA2201,20/06/07,36,129.65
OTA2201,20/06/07,37,95.61
OTA2201,20/06/07,38,93.71
OTA2201,20/06/07,39,100.61
OTA2201,20/06/07,40,100.43
OTA2201,20/06/07,41,87.97
OTA2201,20/06/07,42,96.14
OTA2201,20/06/07,43,87.69
OTA2201,20/06/07,44,87.71
OTA2201,20/06/07,45,68.88
OTA2201,20/06/07,46,64.96
OTA2201,20/06/07,47,65.91
OTA2201,20/06/07,48,55.75
OTA2201,21/06/07,1,69.23
OTA2201,21/06/07,2,65.42
OTA2201,21/06/07,3,63.82
OTA2201,21/06/07,4,62.58
OTA2201,21/06/07,5,59.42
OTA2201,21/06/07,6,58.06
OTA2201,21/06/07,7,67.19
OTA2201,21/06/07,8,65.74
OTA2201,21/06/07,9,65.8
OTA2201,21/06/07,10,64.36
OTA2201,21/06/07,11,67.48
OTA2201,21/06/07,12,67.69
OTA2201,21/06/07,13,68.62
OTA2201,21/06/07,14,70.63
OTA2201,21/06/07,15,75.55
OTA2201,21/06/07,16,76.67
OTA2201,21/06/07,17,75.74
OTA2201,21/06/07,18,73.29
OTA2201,21/06/07,19,70.86
OTA2201,21/06/07,20,72.82
OTA2201,21/06/07,21,72.72
OTA2201,21/06/07,22,73.51
OTA2201,21/06/07,23,72.49
OTA2201,21/06/07,24,73.59
OTA2201,21/06/07,25,75.36
OTA2201,21/06/07,26,74.23
OTA2201,21/06/07,27,76.24
OTA2201,21/06/07,28,76.01
OTA2201,21/06/07,29,74.98
OTA2201,21/06/07,30,74.75
OTA2201,21/06/07,31,75.08
OTA2201,21/06/07,32,81.29
OTA2201,21/06/07,33,80.48
OTA2201,21/06/07,34,83.64
OTA2201,21/06/07,35,82.01
OTA2201,21/06/07,36,85.89
OTA2201,21/06/07,37,84.59
OTA2201,21/06/07,38,86.86
OTA2201,21/06/07,39,83.53
OTA2201,21/06/07,40,81.91
OTA2201,21/06/07,41,81.56
OTA2201,21/06/07,42,80
OTA2201,21/06/07,43,77.9
OTA2201,21/06/07,44,72.78
OTA2201,21/06/07,45,73.57
OTA2201,21/06/07,46,67.49
OTA2201,21/06/07,47,67.83
OTA2201,21/06/07,48,65.2
OTA2201,22/06/07,1,58.54
OTA2201,22/06/07,2,55.02
OTA2201,22/06/07,3,59.9
OTA2201,22/06/07,4,55.02
OTA2201,22/06/07,5,55.02
OTA2201,22/06/07,6,49.17
OTA2201,22/06/07,7,45.02
OTA2201,22/06/07,8,40.02
OTA2201,22/06/07,9,45.02
OTA2201,22/06/07,10,49.17
OTA2201,22/06/07,11,55.02
OTA2201,22/06/07,12,56.04
OTA2201,22/06/07,13,64.69
OTA2201,22/06/07,14,68.89
OTA2201,22/06/07,15,78.2
OTA2201,22/06/07,16,78.96
OTA2201,22/06/07,17,80.41
OTA2201,22/06/07,18,80.39
OTA2201,22/06/07,19,79.41
OTA2201,22/06/07,20,81.12
OTA2201,22/06/07,21,83.12
OTA2201,22/06/07,22,82.96
OTA2201,22/06/07,23,86.97
OTA2201,22/06/07,24,85.18
OTA2201,22/06/07,25,84.37
OTA2201,22/06/07,26,84.39
OTA2201,22/06/07,27,80.85
OTA2201,22/06/07,28,82.43
OTA2201,22/06/07,29,78.87
OTA2201,22/06/07,30,77.08
OTA2201,22/06/07,31,77.3
OTA2201,22/06/07,32,78.87
OTA2201,22/06/07,33,76.76
OTA2201,22/06/07,34,77.15
OTA2201,22/06/07,35,78.7
OTA2201,22/06/07,36,85.66
OTA2201,22/06/07,37,85.14
OTA2201,22/06/07,38,84.62
OTA2201,22/06/07,39,78.33
OTA2201,22/06/07,40,76.88
OTA2201,22/06/07,41,75.77
OTA2201,22/06/07,42,71.27
OTA2201,22/06/07,43,70.93
OTA2201,22/06/07,44,70.07
OTA2201,22/06/07,45,67.62
OTA2201,22/06/07,46,67.6
OTA2201,22/06/07,47,67.81
OTA2201,22/06/07,48,68.22
OTA2201,23/06/07,1,65.29
OTA2201,23/06/07,2,65.85
OTA2201,23/06/07,3,65.85
OTA2201,23/06/07,4,65.57
OTA2201,23/06/07,5,66.84
OTA2201,23/06/07,6,65.85
OTA2201,23/06/07,7,65.5
OTA2201,23/06/07,8,65
OTA2201,23/06/07,9,65.77
OTA2201,23/06/07,10,65.82
OTA2201,23/06/07,11,65.85
OTA2201,23/06/07,12,68.2
OTA2201,23/06/07,13,69.26
OTA2201,23/06/07,14,70.99
OTA2201,23/06/07,15,72.72
OTA2201,23/06/07,16,78.1
OTA2201,23/06/07,17,79.32
OTA2201,23/06/07,18,80.08
OTA2201,23/06/07,19,80.01
OTA2201,23/06/07,20,79.68
OTA2201,23/06/07,21,76.36
OTA2201,23/06/07,22,76.37
OTA2201,23/06/07,23,75.99
OTA2201,23/06/07,24,76.03
OTA2201,23/06/07,25,74.27
OTA2201,23/06/07,26,74.39
OTA2201,23/06/07,27,74.3
OTA2201,23/06/07,28,73.42
OTA2201,23/06/07,29,67.22
OTA2201,23/06/07,30,70.04
OTA2201,23/06/07,31,68.36
OTA2201,23/06/07,32,68.5
OTA2201,23/06/07,33,68.51
OTA2201,23/06/07,34,72.52
OTA2201,23/06/07,35,74.28
OTA2201,23/06/07,36,77.72
OTA2201,23/06/07,37,77.69
OTA2201,23/06/07,38,76.07
OTA2201,23/06/07,39,71.88
OTA2201,23/06/07,40,73.49
OTA2201,23/06/07,41,73.67
OTA2201,23/06/07,42,73.72
OTA2201,23/06/07,43,74.06
OTA2201,23/06/07,44,71.93
OTA2201,23/06/07,45,69.88
OTA2201,23/06/07,46,71.03
OTA2201,23/06/07,47,73.89
OTA2201,23/06/07,48,73.66
OTA2201,24/06/07,1,67.24
OTA2201,24/06/07,2,67.67
OTA2201,24/06/07,3,77.33
OTA2201,24/06/07,4,77.24
OTA2201,24/06/07,5,68.1
OTA2201,24/06/07,6,67.43
OTA2201,24/06/07,7,65.01
OTA2201,24/06/07,8,61
OTA2201,24/06/07,9,64.83
OTA2201,24/06/07,10,61
OTA2201,24/06/07,11,55.02
OTA2201,24/06/07,12,55.02
OTA2201,24/06/07,13,59.03
OTA2201,24/06/07,14,59.66
OTA2201,24/06/07,15,59.96
OTA2201,24/06/07,16,58.65
OTA2201,24/06/07,17,68.7
OTA2201,24/06/07,18,69.88
OTA2201,24/06/07,19,71.24
OTA2201,24/06/07,20,72.9
OTA2201,24/06/07,21,72.79
OTA2201,24/06/07,22,70.56
OTA2201,24/06/07,23,68.49
OTA2201,24/06/07,24,68.49
OTA2201,24/06/07,25,69.3
OTA2201,24/06/07,26,68.48
OTA2201,24/06/07,27,68.54
OTA2201,24/06/07,28,68.5
OTA2201,24/06/07,29,51.12
OTA2201,24/06/07,30,46.4
OTA2201,24/06/07,31,46.84
OTA2201,24/06/07,32,61.43
OTA2201,24/06/07,33,68.24
OTA2201,24/06/07,34,70.51
OTA2201,24/06/07,35,73.96
OTA2201,24/06/07,36,84.01
OTA2201,24/06/07,37,76.54
OTA2201,24/06/07,38,76.44
OTA2201,24/06/07,39,76.3
OTA2201,24/06/07,40,74.03
OTA2201,24/06/07,41,69.53
OTA2201,24/06/07,42,69.44
OTA2201,24/06/07,43,67.43
OTA2201,24/06/07,44,67.39
OTA2201,24/06/07,45,47.47
OTA2201,24/06/07,46,46.98
OTA2201,24/06/07,47,61.85
OTA2201,24/06/07,48,46.26
OTA2201,25/06/07,1,67.59
OTA2201,25/06/07,2,65.88
OTA2201,25/06/07,3,64.75
OTA2201,25/06/07,4,63.68
OTA2201,25/06/07,5,65.9
OTA2201,25/06/07,6,61.02
OTA2201,25/06/07,7,60.57
OTA2201,25/06/07,8,58.78
OTA2201,25/06/07,9,63.99
OTA2201,25/06/07,10,65.9
OTA2201,25/06/07,11,68.79
OTA2201,25/06/07,12,69.72
OTA2201,25/06/07,13,67.22
OTA2201,25/06/07,14,71.82
OTA2201,25/06/07,15,78.91
OTA2201,25/06/07,16,83.16
OTA2201,25/06/07,17,86.66
OTA2201,25/06/07,18,84.84
OTA2201,25/06/07,19,80.07
OTA2201,25/06/07,20,85.68
OTA2201,25/06/07,21,93.5
OTA2201,25/06/07,22,93.5
OTA2201,25/06/07,23,93.72
OTA2201,25/06/07,24,94.91
OTA2201,25/06/07,25,83.42
OTA2201,25/06/07,26,83.21
OTA2201,25/06/07,27,85.36
OTA2201,25/06/07,28,86.57
OTA2201,25/06/07,29,85.87
OTA2201,25/06/07,30,79.18
OTA2201,25/06/07,31,77.56
OTA2201,25/06/07,32,77.19
OTA2201,25/06/07,33,87.97
OTA2201,25/06/07,34,96.24
OTA2201,25/06/07,35,96.15
OTA2201,25/06/07,36,97.76
OTA2201,25/06/07,37,87.01
OTA2201,25/06/07,38,86.54
OTA2201,25/06/07,39,84.2
OTA2201,25/06/07,40,88.27
OTA2201,25/06/07,41,95.1
OTA2201,25/06/07,42,95.03
OTA2201,25/06/07,43,84.19
OTA2201,25/06/07,44,83.26
OTA2201,25/06/07,45,81.6
OTA2201,25/06/07,46,72.57
OTA2201,25/06/07,47,70.71
OTA2201,25/06/07,48,70.44
OTA2201,26/06/07,1,71.37
OTA2201,26/06/07,2,72.53
OTA2201,26/06/07,3,72.6
OTA2201,26/06/07,4,72.64
OTA2201,26/06/07,5,74.06
OTA2201,26/06/07,6,73.97
OTA2201,26/06/07,7,71.98
OTA2201,26/06/07,8,70.73
OTA2201,26/06/07,9,65.9
OTA2201,26/06/07,10,66.31
OTA2201,26/06/07,11,65.91
OTA2201,26/06/07,12,71.73
OTA2201,26/06/07,13,82.58
OTA2201,26/06/07,14,83.68
OTA2201,26/06/07,15,93.27
OTA2201,26/06/07,16,95.6
OTA2201,26/06/07,17,96.67
OTA2201,26/06/07,18,95.63
OTA2201,26/06/07,19,95.66
OTA2201,26/06/07,20,96.94
OTA2201,26/06/07,21,96.44
OTA2201,26/06/07,22,94.85
OTA2201,26/06/07,23,95.29
OTA2201,26/06/07,24,88.4
OTA2201,26/06/07,25,87.73
OTA2201,26/06/07,26,85.71
OTA2201,26/06/07,27,85.28
OTA2201,26/06/07,28,86.51
OTA2201,26/06/07,29,78.95
OTA2201,26/06/07,30,78.16
OTA2201,26/06/07,31,84.93
OTA2201,26/06/07,32,85.18
OTA2201,26/06/07,33,85.49
OTA2201,26/06/07,34,87.64
OTA2201,26/06/07,35,102.27
OTA2201,26/06/07,36,109.14
OTA2201,26/06/07,37,107.55
OTA2201,26/06/07,38,109.79
OTA2201,26/06/07,39,107.5
OTA2201,26/06/07,40,107.88
OTA2201,26/06/07,41,106.11
OTA2201,26/06/07,42,105.79
OTA2201,26/06/07,43,102.31
OTA2201,26/06/07,44,103
OTA2201,26/06/07,45,100
OTA2201,26/06/07,46,99.79
OTA2201,26/06/07,47,96.82
OTA2201,26/06/07,48,90.36
OTA2201,27/06/07,1,90.03
OTA2201,27/06/07,2,84.28
OTA2201,27/06/07,3,82.92
OTA2201,27/06/07,4,86.52
OTA2201,27/06/07,5,81.29
OTA2201,27/06/07,6,81.26
OTA2201,27/06/07,7,81.21
OTA2201,27/06/07,8,81.21
OTA2201,27/06/07,9,80.88
OTA2201,27/06/07,10,81.6
OTA2201,27/06/07,11,78.67
OTA2201,27/06/07,12,76.72
OTA2201,27/06/07,13,82.37
OTA2201,27/06/07,14,85.77
OTA2201,27/06/07,15,96.16
OTA2201,27/06/07,16,116.74
OTA2201,27/06/07,17,119.27
OTA2201,27/06/07,18,116.78
OTA2201,27/06/07,19,95.57
OTA2201,27/06/07,20,98.76
OTA2201,27/06/07,21,96.77
OTA2201,27/06/07,22,88.3
OTA2201,27/06/07,23,88.14
OTA2201,27/06/07,24,93.84
OTA2201,27/06/07,25,88.1
OTA2201,27/06/07,26,87.86
OTA2201,27/06/07,27,86.39
OTA2201,27/06/07,28,80.17
OTA2201,27/06/07,29,77.48
OTA2201,27/06/07,30,77.44
OTA2201,27/06/07,31,77.42
OTA2201,27/06/07,32,76.64
OTA2201,27/06/07,33,86.68
OTA2201,27/06/07,34,88.62
OTA2201,27/06/07,35,94.52
OTA2201,27/06/07,36,105.81
OTA2201,27/06/07,37,105.58
OTA2201,27/06/07,38,102.65
OTA2201,27/06/07,39,96.87
OTA2201,27/06/07,40,104.25
OTA2201,27/06/07,41,101.83
OTA2201,27/06/07,42,100.55
OTA2201,27/06/07,43,101.33
OTA2201,27/06/07,44,97.88
OTA2201,27/06/07,45,92.66
OTA2201,27/06/07,46,88.29
OTA2201,27/06/07,47,90.24
OTA2201,27/06/07,48,88.91
OTA2201,28/06/07,1,85.92
OTA2201,28/06/07,2,78.69
OTA2201,28/06/07,3,74.05
OTA2201,28/06/07,4,74.59
OTA2201,28/06/07,5,73.38
OTA2201,28/06/07,6,73.43
OTA2201,28/06/07,7,70.83
OTA2201,28/06/07,8,71.57
OTA2201,28/06/07,9,72.42
OTA2201,28/06/07,10,73.77
OTA2201,28/06/07,11,74.43
OTA2201,28/06/07,12,76.24
OTA2201,28/06/07,13,80.2
OTA2201,28/06/07,14,92.38
OTA2201,28/06/07,15,96.11
OTA2201,28/06/07,16,102.25
OTA2201,28/06/07,17,102.76
OTA2201,28/06/07,18,102.25
OTA2201,28/06/07,19,100.63
OTA2201,28/06/07,20,116.15
OTA2201,28/06/07,21,102.04
OTA2201,28/06/07,22,106.18
OTA2201,28/06/07,23,106.3
OTA2201,28/06/07,24,128.13
OTA2201,28/06/07,25,189.8
OTA2201,28/06/07,26,188.62
OTA2201,28/06/07,27,187
OTA2201,28/06/07,28,147.07
OTA2201,28/06/07,29,145.32
OTA2201,28/06/07,30,129.02
OTA2201,28/06/07,31,125.05
OTA2201,28/06/07,32,105.45
OTA2201,28/06/07,33,106.11
OTA2201,28/06/07,34,104.11
OTA2201,28/06/07,35,112.63
OTA2201,28/06/07,36,125.7
OTA2201,28/06/07,37,118.16
OTA2201,28/06/07,38,103.6
OTA2201,28/06/07,39,95.48
OTA2201,28/06/07,40,98.61
OTA2201,28/06/07,41,108.21
OTA2201,28/06/07,42,106
OTA2201,28/06/07,43,105.57
OTA2201,28/06/07,44,95.47
OTA2201,28/06/07,45,79.39
OTA2201,28/06/07,46,71.82
OTA2201,28/06/07,47,71.56
OTA2201,28/06/07,48,67.13
OTA2201,29/06/07,1,67.06
OTA2201,29/06/07,2,67.55
OTA2201,29/06/07,3,68.65
OTA2201,29/06/07,4,68.13
OTA2201,29/06/07,5,69.91
OTA2201,29/06/07,6,69.79
OTA2201,29/06/07,7,68.51
OTA2201,29/06/07,8,67.52
OTA2201,29/06/07,9,67.92
OTA2201,29/06/07,10,68.95
OTA2201,29/06/07,11,68.55
OTA2201,29/06/07,12,75.61
OTA2201,29/06/07,13,76.82
OTA2201,29/06/07,14,83.2
OTA2201,29/06/07,15,88.57
OTA2201,29/06/07,16,90.48
OTA2201,29/06/07,17,90.44
OTA2201,29/06/07,18,90.14
OTA2201,29/06/07,19,89.97
OTA2201,29/06/07,20,93.04
OTA2201,29/06/07,21,93.03
OTA2201,29/06/07,22,86.64
OTA2201,29/06/07,23,84.69
OTA2201,29/06/07,24,114.88
OTA2201,29/06/07,25,120.99
OTA2201,29/06/07,26,99.75
OTA2201,29/06/07,27,114.9
OTA2201,29/06/07,28,129.56
OTA2201,29/06/07,29,122.07
OTA2201,29/06/07,30,118.07
OTA2201,29/06/07,31,97.05
OTA2201,29/06/07,32,89.06
OTA2201,29/06/07,33,89.66
OTA2201,29/06/07,34,96.11
OTA2201,29/06/07,35,90.4
OTA2201,29/06/07,36,90.04
OTA2201,29/06/07,37,83.54
OTA2201,29/06/07,38,82.26
OTA2201,29/06/07,39,77.03
OTA2201,29/06/07,40,77.64
OTA2201,29/06/07,41,72.51
